id,char_name,command,hit_level,damage,speed,on_block,on_hit,on_counter,notes,is_throw,is_common,gif,punishable
5595,marduk,"qcf+1, 2*","m, m","21, 40",,+23g,KND,KND,,,,,
5596,marduk,qcf+2,l (throw),"20(,35)",24,-12,5,throw,,,,,
5597,marduk,"f, f, f+3",m,30,32,6,KND,KND,,,,,
5598,marduk,FC+1,sm (TC),5,10,-5,6,6,,,,,
5599,marduk,FC+2,sm (TC),8,11,-4,7,7,,,,,
5600,marduk,FC+3,l,12,16,-17,-3,-3,,,,,
5601,marduk,FC+4,l,10,12,-15,-4,-4,,,,,
5602,marduk,FC+1+2,m (throw),"25(,15)",22,-4,throw,throw,,,,,
5603,marduk,WS+1,m,14,11,-7,3,3,,,,,
5604,marduk,"WS+1, 3+4",m (special),14,,-7,3,3,,,,,
5605,marduk,"WS+1, 3+4, 3+4",m (special),14,,-8,2,2,,,,,
5606,marduk,"WS+1, 2","m, h","14, 18",,-7,KND,CS,,,,,
5607,marduk,WS+2,m,22,19,-8,KND,KND,Tail spin,,,,
5608,marduk,WS+3,m,20,18,-13,KND,KND,,,true,,
5609,marduk,WS+4,m,21,13,-9,KND,KND,,,,,
5610,marduk,WS+1+2,m,12,10,-4,7,7,,,,,
5611,marduk,FC+d/f+2,h,28,20,-3,KND,KND,,,,,
5612,marduk,FC+d/f+4,l,19,21,-26,8,KND,,,true,,-26
5613,marduk,SS+2,m,18,21,-3,0s,0s,,,,,
5614,marduk,"SS+2, 3+4",m,18,,2,+5s,+5s,,,,,
5615,marduk,"SS+2, 3+4, 3+4",m,18,,1,+4s,+4s,,,,,
5616,marduk,SS+4,m,24,21,-6,KND,KND,,,,,
5617,marduk,SS+1+2,m,25,29,1,KND,KND,,,,,
5618,marduk,(opponent grounded) d/b+4,l,23,19,-14,-3,-3,,,,,
5619,marduk,(grounded face down) 2,m,23,20,-7,4,4,,,,,
5620,marduk,(grounded face down) d+2,l (throw),"18(,10)",17,-24,throw,throw,,,,,-24
5621,marduk,"(back to wall) b, b, u/b",m,21,36,0s,KND,KND,,,,,
5622,marduk,BT 1 or 2,h,15,8,-8,3,3,,,,,
5623,marduk,BT 3 or 4,h,18,10,-8,KND,KND,,,,,
5624,marduk,BT d+1 or d+2,sm,10,10,-2,9,9,,,,,
5625,marduk,BT d+3 or d+4,l,12,10,-11,3,3,,,,,
5626,marduk,3+4,(VTS) TC,,cs7,,,,,,,,
5627,marduk,d/f+3+4,(VTS),,,,,,,,,,
5628,marduk,d/b+3+4,(VTS),,,,,,,,,,
5629,marduk,VTS 3+4,(cancel),,total 1 frame,,,,,,,,
5630,marduk,VTS u or d,(special),,,,,,,,,,
5631,marduk,VTS f+1,m,16,13,-4,3,3,,,,,
5632,marduk,"VTS f+1, 2","m, m","16, 20",,-13s,+2s,KND,,,,,
5633,marduk,"VTS f+1, 4","m, h","16, 26",,-10,KND,KND,Tail spin,,,,
5634,marduk,VTS f+2,m,22,17 pc8,-14,KND,KND,"Wall boune, Power crush",,true,,
5635,marduk,VTS d+1+2,"l, m","20, 20",17,-39,KND,KND,,,true,,
5636,masterRaven,in rage d/b+3+4,m (TJ),55,20 pc8~17 js9~17,-22,KND,KND,Rage art,,,,
5637,masterRaven,in rage f+3+4,"m (TJ)(, (throw))","20,10",15~18 js7~,+5~+8,KND,KND,Rage drive,,,,
5638,masterRaven,"in rage f+3+4, When hit 2","m (TJ), (throw), h","20,10,15",15~18 7~,,KND,,"Rage art, Tail spin",,,,
5639,masterRaven,"in rage f+3+4, When hit d+2","m (TJ), (throw), !","20,10,35",15~18 7~,,KND,,Rage art,,,,
5640,masterRaven,1,h,7,10,1,8,8,,,,,
5641,masterRaven,"1, 2","h, h","7,12",10,-1,6,6,,,,,
5642,masterRaven,"1, 2, 3+4","h, h, (Special)","7,12",10,-10,-3,-3,,,,,
5643,masterRaven,2,h,10,10,-1,8,8,,,,,
5644,masterRaven,"2, 3","h, l (TC)","10,10",s cs6~,-12,-1,-1,,,,,
5645,masterRaven,"2, 4","h, h","10,17", 6~,-12~-10,+10~+12kg,KND,Tail spin,,,,
5646,masterRaven,3,m,12,14~15,-8~-7,+3~+4,+3~+4,,,,,
5647,masterRaven,"3, 3","m, h","12,12",14~15,-8~-7,+3~+4,+3~+4,,,,,
5648,masterRaven,"3, 3, 4","m, h, h","12,10,20",14~15a,-9,KND,KND,,,,,
5649,masterRaven,"3, 3, 4, b (Cancel)","m, h, (Special)","12,10",14~15ab,-16~-15,-8~-7,-5~-4,,,,,
5650,masterRaven,4,h,17,12,-8,3,JG,,,,,
5651,masterRaven,"4, 1","h, h","17,12",12b,-2~-1,+5~+6,+5~+6,,,,,
5652,masterRaven,3~4,mm(BT),"13,15","25~26, 31~36b (25~)",-9~-4,KND,KND,,,,,
5653,masterRaven,"3~4, f","mm, (PHR)","13,15","25~26, 31~36a (25~)",-39~-34,KND,KND,,,,,
5654,masterRaven,4~3,mm,"13,15",25 js14~,-9,Launch (JG?),Launch (JG?),,,,,
5655,masterRaven,"4~3, F",mm (special),13,25 js14~,-39,KND,KND,,,,,
5656,masterRaven,"4~3, 1","m, m, l (TC)","8,10(12),12",s cs1~,-13~-12,+4~+5,+4~+5,,,,,
5657,masterRaven,"4~3, 3","m, m, h","8,10(12),23", 1~,-4~0,KND,KND,Tail spin,,,,
5658,masterRaven,"4~3, 4","m, m, m","8,10(12),17", 1~,-14~-13,KND,KND,,,,,
5659,masterRaven,1+2,m(Attack returned),23,14,-9,CS,KND,,,,,
5660,masterRaven,f+2,m,12,15~16,-10~-9,+1~+2,+1~+2,,,,,
5661,masterRaven,"f+2, 3","m, m","12,19",15~16,-10~-9,+6~+7s,KND,,,,,
5662,masterRaven,f+3,m,18,17,-10,1,1,Homing,,,,
5663,masterRaven,"f+3, B",m(BT),18,17b,-6,5,5,Homing,,,,
5664,masterRaven,"f+3, 2","m, m","18,21",17,-14,KND,KND,,,,,
5665,masterRaven,f+4,h,25,15~16,-9~-8,KND,KND,,,,,
5666,masterRaven,f+1+2,m,24,19~21 pc8~21,-14~-12,KND,KND,"Power crush, Homing",,true,,
5667,masterRaven,d/f+1,m,15,14~15,-1~0,+7~+8,+7~+8,,,,,
5668,masterRaven,d/f+2,m,16,16~18b,-11~-9,Launch (JG?) +3(SH),Launch (JG?),,,,,-11
5669,masterRaven,"d/f+2, 3","m, h","16,25",16~18,-3~-2,KND,KND,Tail spin,,,,
5670,masterRaven,"d/f+2, 4","m, m","16,20",16~18,-15~-14,KND,KND,,,,,
5671,masterRaven,d/f+3,h (TC),21,15~16 cs8~,-9~-8,+7~+8(SH),Launch,,,,,
5672,masterRaven,d/f+4,m,13,15~16,-15~-14,-1~0 (Launch (JG?)),-1~0 (Launch (JG?)),,,,,
5673,masterRaven,"d/f+4, 4","m, m","13,13",15~16,-15~-14,KND,KND,,,,,
5674,masterRaven,"d/f+4, 4, 3","m, m, m (TJ)","13,15,22",js1~,-6~-3,KND,KND,,,,,
5675,masterRaven,"d/f+4, 4, U","m, m, (Special) (TJ)","13,15",js1~,-29~-26,-18~-15s -10~-7s,KND,,,,,
5676,masterRaven,d/f+1+2,m,30,40,-12,KND,KND,,,,,
5677,masterRaven,"d/f+1+2, B (Cancel)",(BT),,b,,,,,,,,
5678,masterRaven,d+3,l,12,14~15,-12~-11,0~+1,0~+1,,,,,
5679,masterRaven,d+4,l (TC),18,21s cs6~,-13,-2,+13g,,,,,
5680,masterRaven,d/b+2,m,13,13~14b,-4~-3,+5~+6,+5~+6,,,,,
5681,masterRaven,"d/b+2, 1","m, h","13,15",13~14,-1~0,+7~+8,+7~+8,,,,,
5682,masterRaven,d/b+3,l (TJ),19,29~30s js8~27 cs28~,-12~-11,+5~+6,KND,,,,,
5683,masterRaven,d/b+4,l (TC),21,24~25s cs6~,-14~-13,+4~+5s,KND,,,true,,-14
5684,masterRaven,b+1,h,25,16~17,+5~+6s,+5~+6s,KND,,,,,
5685,masterRaven,b+2,h,12,15~17,-14~-12,-3~-1,-3~-1,,,,,
5686,masterRaven,"b+2, 2","h, m","12,12",15~17b,-3,+8g,8,,,,,
5687,masterRaven,"b+2, 2, 3","h, m, m","12,12,20",15~17,-19~-18,KND,Launch (JG?),,,,,
5688,masterRaven,"b+2, 2, 1+2","h, m, l (TC)","12,12,15",cs18~,-30~-29,KND,KND,,,,,
5689,masterRaven,"b+2, 4","h, h","12,15",18~,-7~-6,+4~+5,+4~+5,,,,,
5690,masterRaven,"b+2, 4, 2","h, h, h (TJ)","12,15,20",js1~,-9~-8,KND,KND,Tail spin,,,,
5691,masterRaven,"b+2, 4, U","h, h, (Special) (TJ)","12,15",js1~,-23~-22,-7~-6,-7~-6,,,,,
5692,masterRaven,b+3,m,23,27~29,+1~+3,KND,KND,,,,,
5693,masterRaven,b+4,m,11,14~15,-11~-10,0~+1,0~+1,,,,,
5694,masterRaven,"b+4, 4","m, h","11,19",14~15b,-9~-8,+6~+7k,+6~+7k,Tail spin,,,,
5695,masterRaven,"b+4, b+4","m, m","11,24",14~15b,+1~+6s,+2~+7s,KND,,,,,
5696,masterRaven,"b+4, (b+4, 3)","m, l (TC)","11,11",cs13~,-11,0,0,,,,,
5697,masterRaven,"b+4, (b+4, 3), 4","m, l (TC), l (TC)","11,11,9",cs1~,-11~-10,0~+1,KND,,,,,
5698,masterRaven,"b+4, (b+4, 3), 4, 2","m, l (TC), l (TC), m","11,11,9,21",1~,-13,CS,KND,,,,,
5699,masterRaven,"b+4, (b+4, 3), f+4","m, l (TC), l (TC)","11,11,12",cs1~,-11~-10,0~+1,KND,,,,,
5700,masterRaven,"b+4, (b+4, 3), f+4, 2","m, l (TC), l (TC), m","11,11,12,21",1~,-13,CS,KND,,,,,
5701,masterRaven,"b+4, (b+4, 3), f+4~3","m, l (TC), m (TJ)","11,11,22",js2~,-6~-3,KND,KND,,,,,
5702,masterRaven,"b+4, (b+4, 3), f+4, U","m, l (TC), (Special) (TJ)","11,11",js2?~,-58~-57,-47~-46,KND,,,,,
5703,masterRaven,"b+4, (b+4, 3), 3+4","m, l (TC), m","11,11,15",2?~,-25~-21,KND,KND,,,,,
5704,masterRaven,b+1+2,m,28,31~32,-10~-9,+1~+2,+1~+2,,,,,
5705,masterRaven,"b+1+2, 2","m, m","28,12",31~32b,+1~+2s,+4~+5s,KND,,,,,
5706,masterRaven,"b+1+2, 3","m, l","28,17",31~32(b),-28~-25,KND,KND,,,,,
5707,masterRaven,u/b+1,m?,11,16,-6,5,5,,,,,
5708,masterRaven,"u/b+1, 2","m, m","11,13",16,-13~-12,-2~-1s,-2~-1s,,,,,
5709,masterRaven,u/b or u+3,h (TJ),25,26~28b js8~,-2~0,+5~+7,+5~+7,Homing,,,,
5710,masterRaven,"u/b or u+3, 3","h (TJ), m","25,20",26~28 8~,-15~-14,KND,KND,,,,,
5711,masterRaven,"u/b or u+3, 4","h (TJ), h (TJ)","25,37",js27~,+8~+9y,KND,KND,,,,,
5712,masterRaven,"u/b or u+3, d+3","h (TJ), l (TC)","25,18",cs14~,-15~-14,KND,KND,,,,,
5713,masterRaven,"u/b or u+3, D+3","m, l, (Special)","25,18",cs14~,-29~-28,KND,KND,,,,,
5714,masterRaven,"u/b or u+3, d+3, 3","h (TJ), l (TC), m (TJ)","25,18,22",js1~,-6~-3,KND,KND,,,,,
5715,masterRaven,"u/b or u+3, d+3, U","h (TJ), l (TC), (Special) (TJ)","33,24",js1~,-35~-34,KND,KND,,,,,
5716,masterRaven,u/f+3,m (TJ),20,29~30 js9~,-4~-3,0~+1s,KND,,,,,
5717,masterRaven,u/b or u+4,m (TJ),13,19~23 js8~,-5~-1,KND,KND,,,,,
5718,masterRaven,u/f+4,m (TJ),16,19~23 js8~,-5~-1,KND,KND,,,,,
5719,masterRaven,"u/b or u or u/f+4, 4","m (TJ), m","13or16,20",19~23 8~,-15~-12,KND,KND,,,true,,-15
5720,masterRaven,u/f+3+4,m (TJ),20,23~25 js8~,-17~-15,KND,KND,,,,,
5721,masterRaven,"u/f+3+4, 4","m (TJ), l (TC)","20,9",cs1~,-14~-13,-3~-2,KND,,,,,
5722,masterRaven,"u/f+3+4, 4, 2","m (TJ), l (TC), m","20,9,21",1~,-13,CS,KND,,,,,
5723,masterRaven,"u/f+3+4, f+4","m (TJ), l (TC)","20,12",cs1~,-14~-13,-3~-2,KND,,,,,
5724,masterRaven,"u/f+3+4, f+4, 2","m (TJ), l (TC), m","20,12,21",1~,-13,CS,KND,,,,,
5725,masterRaven,"u/f+3+4, f+4~3","m (TJ), m (TJ)","20,22",js1~,-6~-3,KND,KND,,,,,
5726,masterRaven,"u/f+3+4, f+4, U","m (TJ), (Special) (TJ)",20,js1~,-53~-52,-42~-41,KND,,,,,
5727,masterRaven,"u/f+3+4, 3+4","m (TJ), m","20,15",1~(s),-26~-22,KND,KND,,,true,,
5728,masterRaven,"f, F+2",m,26,16~17 (17~),-13~-12,KND,KND,,,,,
5729,masterRaven,"f, F+3",m (TJ),20,15~18 (16~) js7~,-14~-11,Launch,Launch,,,true,,-14
5730,masterRaven,"f, F+4",m,21,15~17 (16~),-10~-8,KND,KND,,,,,
5731,masterRaven,"f, f, f+3",m,30,22 js3,+9g,KND,KND,,,,,
5732,masterRaven,"b, B+2",mh(Attack returned),"15,21","17~18, 30~31 (18~)",-10~-9,KND,KND,,,,,
5733,masterRaven,"u/b, b",(Special) (TJ),,a,,,,,,,,
5734,masterRaven,"u/b, b, n+3+4","(Special) (TJ), ! (TJ) x 3","20,20,20","35~40a, 46~49, 51~54 (75~) js11~",KND,KND,KND,,,,,
5735,masterRaven,WS+1,m,14,14~15,-14~-13,Launch (JG?),Launch (JG?),,,true,,-14
5736,masterRaven,WS+2,m,17,13~14,-8~-7,+8~+9 (SH),Launch (JG?),,,,,
5737,masterRaven,WS+3,m,21,16,-8,KND,KND,,,,,
5738,masterRaven,WS+4,m,18,11~12,-7~-6,+4~+5,+4~+5,,,,,
5739,masterRaven,WS+3+4,m,23,16~19,-14~-11,KND,KND,Homing,,,,
5740,masterRaven,FC+d/f+3+4,l (TC),17,18~20 cs1~17,-23,KND,KND,,,true,,
5741,masterRaven,FC+d/f+3+4 When hit 4,"l (TC), h","17,30",18~20 1~17,,KND,,,,,,
5742,masterRaven,"FC+d/f, d, D/F",(Special) (TC),,s,,,,,,,,
5743,masterRaven,1+2+3+4,(Special),,,,,,,,,,
5744,masterRaven,"When ki-charged b, f+1+2","(Special), !",60,59~61 (104~) cs12~42,,,KND,,,,,
5745,masterRaven,3+4 (to HAZ),(HAZ),,(20~),,,,,,,,
5746,masterRaven,HAZ 1,m,20,18~19 (38~),-14~-13,Launch (JG?),Launch (JG?),,,true,,
5747,masterRaven,HAZ 2,! (TJ),23,45~47 (65~) js1~44 cs45,KND,KND,KND,,,,,
5748,masterRaven,HAZ 3,l,17,20~22b (40~) cs8~,-9~-7,+2~+4,KND,,,,,
5749,masterRaven,HAZ 4 (First part),"m (TJ)(, (throw))",25(31),17~21b (37~) js1~,-9~-5,Throw(KND),Throw(KND),,,,,
5750,masterRaven,HAZ 4 (Second part),m (TJ),25,22~27b (42~) js1~,-4~+1,KND,KND,,,,,
5751,masterRaven,HAZ 1+2,m,20,14~15 (34~),-13~-12,KND,KND,Wall bounce,,,,
5752,masterRaven,HAZ f,"(Special), (Special)",,s,,,,,,,,
5753,masterRaven,HAZ u,"(Special), (Special) (TJ)",,js1~,,,,,,,,
5754,masterRaven,b+3+4 (to BT),(BT),,b(14~),,,,,,,,
5755,masterRaven,BT 1,h,10,8~9,-1~0,+5~+6,+5~+6,,,,,
5756,masterRaven,"BT 1, 4","h, h","10,30",8~9,-9~-8,KND,KND,,,,,
5757,masterRaven,BT 2,h,13,10b,1,+8g,8,,,,,
5758,masterRaven,"BT 2, 1","h, h","13,5",10,-1,5,5,,,,,
5759,masterRaven,"BT 2, 1, B","h, h","13,5",10b,-5,1,1,,,,,
5760,masterRaven,"BT 2, 2","h, m","13,15",10,-9~-8,+2~+3,+2~+3,,,,,
5761,masterRaven,BT 3,h,10,10,-11,0,0,,,,,
5762,masterRaven,"BT 3, 4","h, m","10,17",10,-0~+2,+1~+3,+6~+8s,,,,,
5763,masterRaven,"BT 3, 4, 3","h, m, m","10,10,22",js1~,-6~-3,KND,KND,,,,,
5764,masterRaven,"BT 3, 4, 4","h, m, m (TJ)","10,10,21",b js12~,-9~-7,KND,KND,,,,,
5765,masterRaven,"BT 3, 4, 4, F","h, m, m (TJ), (PHR)","10,10,21", 12~a,-36~-34,KND,KND,,,,,
5766,masterRaven,"BT 3, 4, U","h, m, (Special) (TJ)","10,10",js1~,-23~-22,-23~-22,-12~-11s,,,,,
5767,masterRaven,BT 4,h,25,10,-8,KND,KND,,,,,
5768,masterRaven,BT 1+2,m,25,15~16,-13~-12 pc6,CS,CS,Power Crush,,true,,-13
5769,masterRaven,BT 3+4,"m, m","5,20","15,34~35 js13~",-20~-19,Launch(JG?),Launch(JG?),,,true,,-20
5770,masterRaven,BT 3+4 (Second hit only),m,20,34~35 js13~,-20~-19,Launch (JG?),Launch (JG?),,,,,
5771,masterRaven,BT f+1,"m(, (throw))",18,16(b),-13,+5b,+5b,,,,,
5772,masterRaven,BT f+2,m,13,17~18,-5~-4,+6~+7,+6~+7,,,,,
5773,masterRaven,"BT f+2, 3","m, m","13,17",17~18,-12~-11,KND,KND,,,,,
5774,masterRaven,"BT f+2, 4","m, h","13,15",17~18,-7~-6,+4~+5,+4~+5,,,,,
5775,masterRaven,"BT f+2, 4, 2","m, h, h (TJ)","13,15,20",js1~,-9~-8,KND,KND,Tail spin,,,,
5776,masterRaven,"BT f+2, 4, U","m, h, (Special) (TJ)","13,15",js1~,-18~-17,-7~-6,-7~-6,,,,,
5777,masterRaven,BT f+3,m,17,13,-8,3,KND,,,,,
5778,masterRaven,"BT f+3, b",m(BT),17,13b,-11,0,KND,,,,,
5779,masterRaven,BT f+4,l,9,16b,-9,2,2,,,,,
5780,masterRaven,"BT f+4, 3","l, h","9,21",16,-12~-11,+4~+5 (SH),+4~+5 (SH),Tail spin,,,,
5781,masterRaven,BT f+1+2,Attack returned,30,1~7,, Attack returned(KND),,,,,,
5782,masterRaven,"BT f+1+2, B",Attack returned,30,1~7b,, Attack returned(KND),,,,,,
5783,masterRaven,BT f+3+4,m (TJ),24,25~27b js5~,-9~-7,KND,KND,,,,,
5784,masterRaven,"BT f+3+4, F","m (TJ), (PHR)",24,25~27ba,-36~-34,KND,KND,,,,,
5785,masterRaven,BT d+3 (Close),l (TC),21,25 cs4~,-26,KND,KND,,,,,
5786,masterRaven,BT d+3,l (TC),14,25~27 cs4~,-26,0~+2,0~+2,,,,,
5787,masterRaven,BT b+2,m,17,16~17,-2~-1,+6~+7,+6~+7,,,,,
5788,masterRaven,"BT b+2, 3","m, mm","17,5,20",js13~,-20~-19,Launch(JG?),Launch(JG?),,,,,
5789,masterRaven,"BT b+2, 3 (Third hit only)","m, m",20,js13~,-20~-19,Launch (JG?),Launch (JG?),,,,,
5790,masterRaven,"BT b+2, 4","m, h","17,13",13~,-9,0,Launch (JG?),,,,,
5791,masterRaven,BT b+3,h,27,18~19b,+3~+4,KND,KND,"Tail spin, Homing",,,,
5792,masterRaven,"BT f, F+3",m (TC),25,21~22 (22~) cs4~,-9~-8,KND,KND,,,,,
5793,masterRaven,"BT f, F+3+4",l (TJ),17,23~30 (24~) js13~21 cs18~,-18~-11,KND,KND,,,,,
5794,masterRaven,"BT f, f, f",(PHR),,a(b),,,,,,,,
5795,masterRaven,qcf,(Special),,(),,,,,,,,
5796,masterRaven,qcf+1,m,17,16~17 (21~),-9~-8,+4~+5,CS,,,,,
5797,masterRaven,"qcf+1, 2",m,"17, 17",16~17 (21~),-13~-12,KND,KND,,,true,,-13
5798,masterRaven,"qcf+1, 3+4","m, (Special)",19,19~20 (21~),-2~-1,+11~+12,CS(16),,,,,
5799,masterRaven,qcf+2,l (TC),10,27~28 (29~) cs10~,-17~-16,KND,KND,Wall bounce,,true,,
5800,masterRaven,"qcf+2, B (Cancel)",(BT),,b,,,,,,,,
5801,masterRaven,qcf+2~1,m,30,40(40),-12,KND,KND,,,,,
5802,masterRaven,qcf+3,h,14,16~17 (18~),-7~-6,+4~+5 (SH),+4~+5 (SH),,,,,
5803,masterRaven,"qcf+3, When hit 4","h(, m, (throw))","14,20,6",16~17 (18~),,Throw(KND),Throw(KND),,,,,
5804,masterRaven,qcf+4,m,15,19~20b (21~),-14~-13,Launch (JG?),Launch (JG?),,,,,-14
5805,masterRaven,qcf+1+2,mm(Returns move),"12,21","24,35s (26~) cs19~",-9,KND,KND,,,,,
5806,masterRaven,qcf+1+2 (First hit only),m,12,24s(26~) cs19~,-25,CS,CS,,,,,
5807,masterRaven,qcf+3+4,m,23,16~19 (18~),-14~-11,KND,KND,Homing,,,,
5808,masterRaven,f+1,h,7,10,1,8,8,,,,,
5809,masterRaven,d/b or d+1,Sm (TC),5,10s cs4~,-5,6,6,,,,,
5810,masterRaven,d+2,Sm (TC),8,11s cs4~,-4,7,7,,,,,
5811,masterRaven,d/b or d+1 ,Sm (TC),5,10s cs4~,-5,6,6,,,,,
5812,masterRaven,u or u/f+1,m (TJ),12,18 js9~,-8,3,3,,,,,
5813,masterRaven,u/b or u or u/f+2,h,17,15~16,-12~-11,+9~+10g,+9~+10g,,,,,
5814,masterRaven,"u/f, n+4",m,25,"23(29,35) js9~33",-11(-13),Launch (JG?),Launch (JG?),,,,,
5815,masterRaven,FC+1,Sm (TC),5,10s cs1~,-5,6,6,,,,,
5816,masterRaven,FC+2,Sm (TC),8,11s cs1~,-4,7,7,,,,,
5817,masterRaven,FC+3,l (TC),12,16s cs1~,-15,-4,-4,,,,,
5818,masterRaven,FC+4,l (TC),10,12s cs1~,-15,-4,-4,,,,,
5819,masterRaven,SS+1,h,7,10(11~),1,8,8,,,,,
5820,masterRaven,SS+2,h,10,10(11~),-1,8,8,,,,,
5821,masterRaven,SS+3,m,12,14~15 (15~),-8~-7,+3~+4,+3~+4,,,,,
5822,masterRaven,SS+4,h,17,12(13~),-8,3,Launch (JG?),,,,,
5823,masterRaven,BT d+1 or 2,Sm,10,10s cs1~,-2,9,9,,,,,
5824,masterRaven,BT d+4,l,12,10s cs1~,-11,3,3,,,,,
5825,miguel,in rage b+1+2 in rage SAV b+1+2,m,55,20 pc8~17,-22,KND,KND,Rage art,,,,
5826,miguel,in rage d/b+1+2,mm,"10,10","17~18, 37~38",+3~+4,KND,KND,"Rage drive, Tail spin",,,,
5827,miguel,in rage d/b+1+2 (Second hit miss),m,10,17~18,-?,KND,KND,Rage drive,,,,
5828,miguel,1,h,7,10,1,8,8,,,,,
5829,miguel,"1, 2","h, h","7,12",10,-1,5,5,,,,,
5830,miguel,"1, 2, 4","h, h, h","7,12,20",10,+3~+4,KND,KND,,,,,
5831,miguel,"1, 2, 4, F","h, h, h, (SAV)","7,12,20",10,3,KND,KND,,,,,
5832,miguel,"1, 2, 1+2","h, h, m","7,12,30",10,+4~+5s,KND,KND,,,,,
5833,miguel,"1, 3","h, l","7,12",s cs12~,-12,1,1,,,,,
5834,miguel,2,h,12,11,-8,3,8,,,,,
5835,miguel,"2, 1","h, h","12,15",11,-4~-3,+7~+8,+7~+8,,,,,
5836,miguel,"2, 1, f","h, h, (SAV)","12,15",11,-4~-3,+7~+8,+7~+8,,,,,
5837,miguel,3,h,16,13,-7,2,2,,,,,
5838,miguel,"3, 4","h, m","14,20",13,-12~-11,KND,CS,Tail spin,,,,-13
5839,miguel,4,h,14,12,-9,5,Launch (JG?),,,,,
5840,miguel,1+2,m,20,19~20,-7~-6,+4~+5s,+4~+5s,,,,,
5841,miguel,"1+2, d",m,20,19~20s,-7~-6,+4~+5s,+4~+5s,,,,,
5842,miguel,"1+2, 1+2","m, m","20,20",19~20,-14~-13,KND,KND,,,,,
5843,miguel,f+2,h?,17,15,-3,6,CS,,,,,
5844,miguel,f+3,m,13,20~21,-6~-5,+6~+7s,+6~+7s,,,,,
5845,miguel,"f+3, 4","m, m","13,12",20~21,-15,KND,KND,,,,,
5846,miguel,f+4,m,15,17~18,-7~-6,+6~+7,+6~+7,Homing,,,,
5847,miguel,"f+4, 2","m, m?","15,20",17~18,-12~-11,KND,KND,Tail spin,,true,,-12
5848,miguel,f+1+2,h,20,14~15,-5~-4,KND,KND,,,,,
5849,miguel,f+3+4,(Special),,(g),,,,,,,,
5850,miguel,"f+3+4, F",!,178,47(191),KND,KND,KND,,,,,
5851,miguel,f+2+3,m,28,24~33,-7~+2,KND,KND,,,,,
5852,miguel,d/f+1,m,12,13,-2,5,5,,,,,
5853,miguel,"d/f+1, F","m, (SAV)",12,13,-2,5,5,,,,,
5854,miguel,"d/f+1, 1","m, h","12,13",13,-3~-2,+5~+6,+5~+6,,,,,
5855,miguel,"d/f+1, 1, F","m, h, (SAV)","12,13",13,-3~-2,+5~+6,+5~+6,,,,,
5856,miguel,"d/f+1, 1, 2","m, h, m","12,13,18",13,-12,2,KND,,,,,
5857,miguel,"d/f+1, 1, 3","m, h, l","12,13,13",13,-12~-11,+2~+3,KND,,,,,
5858,miguel,"d/f+1, 1, 3, F","m, h, l, (SAV)","12,13,13",13,-12~-11,+2~+3,KND,,,,,
5859,miguel,"d/f+1, 2","m, m","12,18",13,-12,3,KND,,,,,
5860,miguel,d/f+2,m,10,16,-7,6,6,,,,,
5861,miguel,"d/f+2, 1","m, m","10,10",16,-15~-14,Launch (JG?),Launch (JG?),,,true,,-15
5862,miguel,"d/f+2, 2","m, m","10,22",16,-6~-5,+13~+14kg,+13~+14kg,Tail spin,,,,
5863,miguel,"d/f+2, d+2","m, m","10,22",js19~,-3~-2,KND,KND,,,,,
5864,miguel,d/f+3,m,11,16,-6,5,5,,,,,
5865,miguel,"d/f+3, 2","m, m","11,14",16,-6,+5 +30g(KND),+5 +30g(KND),,,,,
5866,miguel,d/f+4,m,13,14~15,-7~-6,+4~+5,+4~+5,,,,,
5867,miguel,"d/f+4, 1","m, h","13,8",14~15,-5,6,6,,,,,
5868,miguel,"d/f+4, 1, f","m, h, (SAV)","13,8",14~15,-5,6,6,,,,,
5869,miguel,"d/f+4, 1, 1","m, h, m","13,8,17",14~15,-10~-9,+7~+8,CS,,,,,
5870,miguel,d+2,m,24,18~19,-7~-6s,+4~+5s,KND,,,,,
5871,miguel,d+3,l (TC),15,21s cs6~,-12,1,1,,,,,
5872,miguel,d+4,l,10,16,-11,0,0,,,,,
5873,miguel,"d+4, 1+2","l, h","10,20",16,-8s,+5s,+5s,,,,,
5874,miguel,"d+4, 1+2, f","l, h, (SAV)","10,20",16,-8s,+5s,+5s,,,,,
5875,miguel,d+1+2,m (TC),28,21~24 cs10~20,-12~-9,KND,KND,,,,,
5876,miguel,d+3+4,m,20,21~22,-15~-14,KND,KND,,,,,
5877,miguel,d/b+1,l (TC),12,25~26s cs9~,-18~-17,KND,KND,,,true,,-18
5878,miguel,d/b+1*,l (TC),12,31~32s cs9?~,-18~-17,KND,KND,,,,,
5879,miguel,d/b+2,m?,23,20~21,-9~-8,KND,KND,,,,,
5880,miguel,d/b+3,l,12,18~19,-13~-12,+3~+4,+3~+4,,,,,
5881,miguel,"d/b+3, f","l, (SAV)",12,18~19,-13~-12,+3~+4,+3~+4,,,,,
5882,miguel,"d/b+3, 4","l, l","12,13",18~19,-19~-18,-8~-7,-8~-7,,,,,
5883,miguel,d/b+4,l,17,18~19,-14~-13,+2~+3s,KND,,,,,
5884,miguel,b+1,h,17,11,-9,2,CS,,,,,
5885,miguel,"b+1, F","h, (SAV)",17,11,-9,-1,CS,,,,,
5886,miguel,b+2,h,15,16,-6,2,2,,,,,
5887,miguel,"b+2, 2","h, m","15,22",16s,-7~-6,+3~+4s,KND,,,,,
